title,authors,year,venue,doi,abstract,source_url,discovery_source,discovery_query,inclusion_path,citation_count,reference_count,affiliations,candidate_id,scored_at,is_preprint,venue_score,citation_score,institution_score,institution_bonus,relevance_score,total_quality_score,review_reason,recommended_action
Detection of advanced persistent threat using machine-learning correlation analysis,Ibrahim Ghafir; Mohammad Hammoudeh; Václav Přenosil; Liangxiu Han; Robert Hegarty; Khaled M. Rabie; Francisco J. Aparicio‐Navarro,2018.0,Future Generation Computer Systems,10.1016/j.future.2018.06.055,,https://doi.org/10.1016/j.future.2018.06.055,OpenAlex,advanced persistent threats,discovery,288.0,61.0,,800,2026-04-28T15:13:06.340854+00:00,False,40.0,100.0,20.0,0.0,37.5,63.38,,auto-include
CSKG4APT: A Cybersecurity Knowledge Graph for Advanced Persistent Threat Organization Attribution,Yitong Ren; Yanjun Xiao; Yinghai Zhou; Zhiyong Zhang; Zhihong Tian,2022.0,IEEE Transactions on Knowledge and Data Engineering,10.1109/tkde.2022.3175719,,https://doi.org/10.1109/tkde.2022.3175719,OpenAlex,advanced persistent threats,discovery,185.0,41.0,,801,2026-04-28T15:13:06.340854+00:00,False,100.0,100.0,20.0,0.0,62.5,90.62,,auto-include
Survey of publicly available reports on advanced persistent threat actors,Antoine Lemay; Joan Vivancos Calvet; François Menet; José M. Fernandez,2017.0,Computers & Security,10.1016/j.cose.2017.08.005,,https://doi.org/10.1016/j.cose.2017.08.005,OpenAlex,advanced persistent threats,discovery,173.0,2.0,,802,2026-04-28T15:13:06.340854+00:00,False,100.0,100.0,20.0,0.0,37.5,84.38,,auto-include
Combating advanced persistent threats: From network event correlation to incident detection,Ivo Friedberg; Florian Skopik; Giuseppe Settanni; Roman Fiedler,2014.0,Computers & Security,10.1016/j.cose.2014.09.006,,https://doi.org/10.1016/j.cose.2014.09.006,OpenAlex,advanced persistent threats,discovery,217.0,47.0,,803,2026-04-28T15:13:06.340854+00:00,False,100.0,100.0,20.0,0.0,50.0,87.5,,auto-include
Targeted Cyber Attacks - A Superset of Advanced Persistent Threats,Aditya Sood; Richard Enbody,2012.0,IEEE Security & Privacy,10.1109/msp.2012.90,,https://doi.org/10.1109/msp.2012.90,OpenAlex,advanced persistent threats,discovery,190.0,8.0,,804,2026-04-28T15:13:06.340854+00:00,False,100.0,100.0,20.0,0.0,50.0,87.5,,auto-include
Analysis of high volumes of network traffic for Advanced Persistent Threat detection,Mirco Marchetti; Fabio Pierazzi; Michele Colajanni; Alessandro Guido,2016.0,Computer Networks,10.1016/j.comnet.2016.05.018,,https://doi.org/10.1016/j.comnet.2016.05.018,OpenAlex,advanced persistent threats,discovery,165.0,78.0,,806,2026-04-28T15:13:06.340854+00:00,False,40.0,100.0,20.0,0.0,37.5,63.38,,auto-include
"Strategically-motivated advanced persistent threat: Definition, process, tactics and a disinformation model of counterattack",Atif Ahmad; Jeb Webb; Kevin C. Desouza; James Boorman,2019.0,Computers & Security,10.1016/j.cose.2019.07.001,,https://doi.org/10.1016/j.cose.2019.07.001,OpenAlex,advanced persistent threats,discovery,147.0,72.0,,809,2026-04-28T15:13:06.340854+00:00,False,100.0,100.0,20.0,0.0,37.5,84.38,,auto-include
Advanced Persistent Threat,Rob Sloan,2014.0,Engineering & Technology Reference,10.1049/etr.2014.0025,,https://doi.org/10.1049/etr.2014.0025,OpenAlex,advanced persistent threats,discovery,68.0,0.0,,811,2026-04-28T15:13:06.340854+00:00,False,40.0,91.74,20.0,0.0,37.5,60.07,,auto-include
"Advanced Persistent Threats (APT): evolution, anatomy, attribution and countermeasures",Amit Sharma; Brij B. Gupta; Awadhesh Kumar Singh; V. K. Saraswat,2023.0,Journal of Ambient Intelligence and Humanized Computing,10.1007/s12652-023-04603-y,,https://doi.org/10.1007/s12652-023-04603-y,OpenAlex,advanced persistent threats,discovery,113.0,83.0,,812,2026-04-28T15:13:06.340854+00:00,False,40.0,100.0,20.0,0.0,62.5,69.62,,auto-include
Defending Against Advanced Persistent Threats Using Game-Theory,Stefan Raß; Sandra König; Stefan Schauer,2017.0,PLoS ONE,10.1371/journal.pone.0168675,,https://doi.org/10.1371/journal.pone.0168675,OpenAlex,advanced persistent threats,discovery,95.0,85.0,,814,2026-04-28T15:13:06.340854+00:00,False,40.0,98.9,20.0,0.0,50.0,66.06,,auto-include
A dynamic games approach to proactive defense strategies against Advanced Persistent Threats in cyber-physical systems,Linan Huang; Quanyan Zhu,2019.0,Computers & Security,10.1016/j.cose.2019.101660,,https://doi.org/10.1016/j.cose.2019.101660,OpenAlex,advanced persistent threats,discovery,151.0,57.0,,816,2026-04-28T15:13:06.340854+00:00,False,100.0,100.0,20.0,0.0,50.0,87.5,,auto-include
Advanced persistent threats: minimising the damage,Ross Brewer,2014.0,Network Security,10.1016/s1353-4858(14)70040-6,,https://doi.org/10.1016/s1353-4858(14)70040-6,OpenAlex,advanced persistent threats,discovery,72.0,0.0,,818,2026-04-28T15:13:06.340854+00:00,False,40.0,92.97,20.0,0.0,50.0,63.69,,auto-include
Machine Learning-Enabled IoT Security: Open Issues and Challenges Under Advanced Persistent Threats,Zhiyan Chen; Jinxin Liu; Yu Shen; Murat Şimşek; Burak Kantarcı; Hussein T. Mouftah; Petar Djukic,2022.0,ACM Computing Surveys,10.1145/3530812,,https://doi.org/10.1145/3530812,OpenAlex,advanced persistent threats,discovery,136.0,181.0,,819,2026-04-28T15:13:06.340854+00:00,False,100.0,100.0,20.0,0.0,62.5,90.62,,auto-include
A New Proposal on the Advanced Persistent Threat: A Survey,Santiago Quintero-Bonilla; A. Martı́n del Rey,2020.0,Applied Sciences,10.3390/app10113874,,https://doi.org/10.3390/app10113874,OpenAlex,advanced persistent threats,discovery,75.0,60.0,,820,2026-04-28T15:13:06.340854+00:00,False,40.0,93.84,20.0,0.0,37.5,60.91,,auto-include
Advanced Persistent Threat Detection Using Data Provenance and Metric Learning,Khandakar Ashrafi Akbar; Yigong Wang; G. Ayoade; Y. Gao; A. Singhal; L. Khan; B. Thuraisingham; Kangkook Jee,2023.0,IEEE Transactions on Dependable and Secure Computing,10.1109/TDSC.2022.3221789,"Advanced persistent threats (APT) have increased in recent times as a result of the rise in interest by nation-states and sophisticated corporations to obtain high-profile information. Typically, APT attacks are more challenging to detect since they leverage zero-day attacks and common benign tools. Furthermore, these attack campaigns are often prolonged to evade detection. We leverage an approach that uses a provenance graph to obtain execution traces of host nodes in order to detect anomalous behavior. By using the provenance graph, we extract features that are then used to train an online adaptive metric learning. Online metric learning is a deep learning method that learns a function to minimize the separation between similar classes and maximizes the separation between dis- similar instances. We compare our approach with baseline models and we show our method outperforms the baseline models by increasing detection accuracy on average by 11.3% and increases True positive rate (TPR) on average by 18.3%. We also show that our method outperforms several state-of-the-art models performances in comprehensive attack datasets in both binary and multi-class settings.",https://www.semanticscholar.org/paper/cd15dd0fb1fabbf95a2366805e2df1a8dfe09bd6,Semantic Scholar citation chain,A Study on Advanced Persistent Threats,backward chaining,23.0,0.0,,864,2026-04-28T15:13:06.340854+00:00,False,100.0,68.86,20.0,0.0,75.0,81.29,,auto-include
Generative Language Models and Automated Influence Operations: Emerging Threats and Potential Mitigations,Josh A. Goldstein; G. Sastry; Micah Musser; Renée DiResta; M. Gentzel; Katerina Sedova,2023.0,arXiv.org,10.48550/arXiv.2301.04246,"Generative language models have improved drastically, and can now produce realistic text outputs that are difficult to distinguish from human-written content. For malicious actors, these language models bring the promise of automating the creation of convincing and misleading text for use in influence operations. This report assesses how language models might change influence operations in the future, and what steps can be taken to mitigate this threat. We lay out possible changes to the actors, behaviors, and content of online influence operations, and provide a framework for stages of the language model-to-influence operations pipeline that mitigations could target (model construction, model access, content dissemination, and belief formation). While no reasonable mitigation can be expected to fully prevent the threat of AI-enabled influence operations, a combination of multiple mitigations may make an important difference.",https://www.semanticscholar.org/paper/c9ad9d69d7568110dd5527598a92c7f8b335eef4,Semantic Scholar,online threats,discovery,314.0,,,889,2026-04-28T15:13:06.340854+00:00,False,40.0,100.0,20.0,0.0,37.5,63.38,,auto-include
"Threats, Challenges, And Opportunities for Open Universities and Massive Online Open Courses in The Digital Revolution",Maria Nascimento Cunha; Tinashe Chuchu; Eugine Tafadzwa Maziriri,2020.0,International Journal of Emerging Technologies in Learning (iJET),10.3991/ijet.v15i12.13435,"In a world of sharp transformation driven by digital technologies, education is facing a paradigm shift that exposes vulnerabilities and threats of Open Education models in the face of the trend of commodification. This article seeks to offer useful insights into the threats, challenges, and opportunities for open universities and massive online open courses in the digital revolution. The methodology fol-lowed a systematic content review of literature. With the advent of the internet, we have verified a profound transformation in the way we communicate and produce within the academics. The digital revolution favored the freedom of access to information. The digital revolution poses challenges but also opens up unprecedented opportunities for democratization and accessibility. The transformation process of open universities has to maintain the referential of the profound incorporation of pedagogical and technological innovation based on research and seek new strategies of organization and definition of quality, to guarantee its relevance and leadership in the pursuit of the massification of higher education.",https://www.semanticscholar.org/paper/f27733601a6ec547e9e575a1e0d6c868faedb67e,Semantic Scholar,online threats,discovery,45.0,,,890,2026-04-28T15:13:06.340854+00:00,False,40.0,82.96,20.0,0.0,100.0,72.18,,auto-include
Web Queries as a Source for Syndromic Surveillance,A. Hulth; G. Rydevik; A. Linde,2009.0,PLoS ONE,10.1371/journal.pone.0004378,"In the field of syndromic surveillance, various sources are exploited for outbreak detection, monitoring and prediction. This paper describes a study on queries submitted to a medical web site, with influenza as a case study. The hypothesis of the work was that queries on influenza and influenza-like illness would provide a basis for the estimation of the timing of the peak and the intensity of the yearly influenza outbreaks that would be as good as the existing laboratory and sentinel surveillance. We calculated the occurrence of various queries related to influenza from search logs submitted to a Swedish medical web site for two influenza seasons. These figures were subsequently used to generate two models, one to estimate the number of laboratory verified influenza cases and one to estimate the proportion of patients with influenza-like illness reported by selected General Practitioners in Sweden. We applied an approach designed for highly correlated data, partial least squares regression. In our work, we found that certain web queries on influenza follow the same pattern as that obtained by the two other surveillance systems for influenza epidemics, and that they have equal power for the estimation of the influenza burden in society. Web queries give a unique access to ill individuals who are not (yet) seeking care. This paper shows the potential of web queries as an accurate, cheap and labour extensive source for syndromic surveillance.",https://www.semanticscholar.org/paper/42e8308872f46fcb048577dc194bec7719e2ae72,Semantic Scholar citation chain,"Infodemiology and Infoveillance: Framework for an Emerging Set of Public Health Informatics Methods to Analyze Search, Communication and Publication Behavior on the Internet",backward chaining,239.0,0.0,,898,2026-04-28T15:13:06.340854+00:00,False,40.0,100.0,20.0,0.0,25.0,60.25,,auto-include
IntruDTree: A Machine Learning Based Cyber Security Intrusion Detection Model,Iqbal H. Sarker; Yoosef B. Abushark; F. Alsolami; Asif Irshad Khan,2020.0,Symmetry,10.20944/preprints202004.0481.v1,"Cyber security has recently received enormous attention in today’s security concerns, due to the popularity of the Internet-of-Things (IoT), the tremendous growth of computer networks, and the huge number of relevant applications. Thus, detecting various cyber-attacks or anomalies in a network and building an effective intrusion detection system that performs an essential role in today’s security is becoming more important. Artificial intelligence, particularly machine learning techniques, can be used for building such a data-driven intelligent intrusion detection system. In order to achieve this goal, in this paper, we present an Intrusion Detection Tree (“IntruDTree”) machine-learning-based security model that first takes into account the ranking of security features according to their importance and then build a tree-based generalized intrusion detection model based on the selected important features. This model is not only effective in terms of prediction accuracy for unseen test cases but also minimizes the computational complexity of the model by reducing the feature dimensions. Finally, the effectiveness of our IntruDTree model was examined by conducting experiments on cybersecurity datasets and computing the precision, recall, fscore, accuracy, and ROC values to evaluate. We also compare the outcome results of IntruDTree model with several traditional popular machine learning methods such as the naive Bayes classifier, logistic regression, support vector machines, and k-nearest neighbor, to analyze the effectiveness of the resulting security model.",https://www.semanticscholar.org/paper/84983cfc6fdd84a8e3353a8b1d84af2df26befc4,Semantic Scholar citation chain,Cybersecurity data science: an overview from machine learning perspective,backward chaining,255.0,0.0,,901,2026-04-28T15:13:06.340854+00:00,False,40.0,100.0,20.0,0.0,62.5,69.62,,auto-include
CyberLearning: Effectiveness Analysis of Machine Learning Security Modeling to Detect Cyber-Anomalies and Multi-Attacks,Iqbal H. Sarker,2021.0,Internet of Things,10.1016/J.IOT.2021.100393,"Abstract Detecting cyber-anomalies and attacks are becoming a rising concern these days in the domain of cybersecurity. The knowledge of artificial intelligence, particularly, the machine learning techniques can be used to tackle these issues. However, the effectiveness of a learning-based security model may vary depending on the security features and the data characteristics. In this paper, we present “CyberLearning”, a machine learning-based cybersecurity modeling with correlated-feature selection, and a comprehensive empirical analysis on the effectiveness of various machine learning based security models. In our CyberLearning modeling, we take into account a binary classification model for detecting anomalies , and multi-class classification model for various types of cyber-attacks. To build the security model, we first employ the popular ten machine learning classification techniques , such as naive Bayes, Logistic regression, Stochastic gradient descent , K-nearest neighbors, Support vector machine, Decision Tree, Random Forest, Adaptive Boosting, eXtreme Gradient Boosting, as well as Linear discriminant analysis. We then present the artificial neural network-based security model considering multiple hidden layers. The effectiveness of these learning-based security models is examined by conducting a range of experiments utilizing the two most popular security datasets, UNSW-NB15 and NSL-KDD. Overall, this paper aims to serve as a reference point for data-driven security modeling through our experimental analysis and findings in the context of cybersecurity.",https://www.semanticscholar.org/paper/787dc62fd338122af38e11d2c67a4415c3b422d1,Semantic Scholar citation chain,Cybersecurity data science: an overview from machine learning perspective,backward chaining,96.0,0.0,,902,2026-04-28T15:13:06.340854+00:00,False,40.0,99.12,20.0,0.0,50.0,66.15,,auto-include
Machine learning based phishing detection from URLs,O. K. Sahingoz; Ebubekir Buber; Önder Demir; B. Diri,2019.0,Expert systems with applications,10.1016/J.ESWA.2018.09.029,"Abstract Due to the rapid growth of the Internet, users change their preference from traditional shopping to the electronic commerce. Instead of bank/shop robbery, nowadays, criminals try to find their victims in the cyberspace with some specific tricks. By using the anonymous structure of the Internet, attackers set out new techniques, such as phishing, to deceive victims with the use of false websites to collect their sensitive information such as account IDs, usernames, passwords, etc. Understanding whether a web page is legitimate or phishing is a very challenging problem, due to its semantics-based attack structure, which mainly exploits the computer users’ vulnerabilities. Although software companies launch new anti-phishing products, which use blacklists, heuristics, visual and machine learning-based approaches, these products cannot prevent all of the phishing attacks. In this paper, a real-time anti-phishing system, which uses seven different classification algorithms and natural language processing (NLP) based features, is proposed. The system has the following distinguishing properties from other studies in the literature: language independence, use of a huge size of phishing and legitimate data, real-time execution, detection of new websites, independence from third-party services and use of feature-rich classifiers. For measuring the performance of the system, a new dataset is constructed, and the experimental results are tested on it. According to the experimental and comparative results from the implemented classification algorithms, Random Forest algorithm with only NLP based features gives the best performance with the 97.98% accuracy rate for detection of phishing URLs.",https://www.semanticscholar.org/paper/8dd4a8eefa366b1b7d2471c1b8580df5bea23924,Semantic Scholar citation chain,Online Social Networks: Threats and Solutions,backward chaining,687.0,0.0,,983,2026-04-28T15:13:06.340854+00:00,False,40.0,100.0,20.0,0.0,37.5,63.38,,auto-include
Does Knowledge Distillation Matter for Large Language Model based Bundle Generation?,Kaidong Feng; Zhu Sun; Jie Yang; Hui Fang; Xinghua Qu; Wenyuan Liu,2026.0,ACM Transactions on Information Systems,10.1145/3808223,"Large language models (LLMs) have been extensively applied in various recommendation scenarios, including bundle generation, thanks to their exceptional reasoning capabilities and comprehensive knowledge. However, exploiting large-scale LLMs for bundle generation introduces significant efficiency challenges—primarily high computational costs during fine-tuning and inference due to their massive parameterization. Knowledge distillation (KD) offers a promising solution by transferring expertise from large teacher models to more compact student models. This study systematically investigates KD approaches for bundle generation with the goal of minimizing computational demands while preserving performance. Specifically, we explore three critical research questions: (1) how does the format of distilled knowledge impact bundle generation performance? (2) to what extent does the quantity of distilled knowledge influence the performance? and (3) how do different ways of utilizing the distilled knowledge affect the performance? To support this investigation, we propose a comprehensive KD framework that (i) progressively extracts knowledge from raw data in increasingly complex forms, i.e., frequent patterns \(\rightarrow\) formalized rules \(\rightarrow\) deep thoughts; (ii) captures varying quantities of distilled knowledge through different sampling strategies, multi-domain accumulation, and multi-format aggregation; and (iii) exploits complementary LLM adaptation techniques—in-context learning, supervised fine-tuning and their combination—to leverage the distilled knowledge for domain-specific adaptation and enhanced efficiency in small student models. Through extensive experiments on multiple real-world datasets, we provide valuable insights into how knowledge format, quantity, and utilization methods collectively shape the performance of LLM-based bundle generation, which exhibits the significant potential of KD for more efficient yet effective LLM-based bundle generation.",https://doi.org/10.1145/3808223,OpenAlex,dark web intelligence,discovery,0.0,0.0,Yanshan University; Singapore University of Technology and Design; Delft University of Technology; Shanghai University of Finance and Economics; Waseda Bioscience Research Institute in Singapore,4609,2026-04-28T15:13:06.340854+00:00,False,100.0,0.0,80.0,10.0,62.5,60.62,,auto-include
